,uniq_id,product_name,summary,review_text,reviewer,helpful,rating,sentiment
10,B000F48D78:a_must_see!!!!:r._k._seabrook,"The Boys of Baraka: DVD: Darius Chambers,Romesh Vance,Devon Brown,Justin Mackall,Richard Keyser,Montrey Moore,Heidi Ewing,Rachel Grady",A Must See!!!!,"This film is a gripping true life portrait of the path poverty takes when it (poverty) decides to destroy life and hurt those who cannot defeat its ties of depression.

One of the strongest film ever seen!!!  A must see",R. K. Seabrook,100,5,1
11,B0000A5A1L:truly_great_book_deserves_a_great_movie:jerry_w._peach,"Crime  Punishment - The Complete Miniseries: DVD: Beatrix Lehmann,Olwen Griffiths,Stephen MacDonald,Darryl Kavann,Magda Miller,Derek Smith (II),Janos Kurucz,Gertan Klauber,Christopher Biggins,Timothy West,Bibs Ekkel,David Troughton,David Webb,Anthony Bate,Tom Wilkinson,Geoffrey Drew,Alan Downer,Barbara Young,Si�n Phillips,Colin Higgins (II),Michael Darlow",Truly Great Book deserves a Great Movie,"I just finished re-reading the book; it is a masterpiece. I wish I could say the same for the BBC series. For one, the musical score is either absent or irritating. So much of what is compeling in the book goes on inside of the Characters. How about voice-overs or something else (music?)? Let the audience in on the torment and conflict of Raskolnikov (the main character) and interplay of the characters that is so powerful in the book. What I saw was an acceptable theatrical production on film. Ive written much more but its unfortunately been truncated. Simply read the book instead or view this and know that this pales before the book. This is a dreary protrayal.",Jerry W. Peach,33,2,0
12,B000ICM5V2:perhaps_the_best_volume:the_jurk,James Bond Ultimate Edition Vol. 3 (Goldeneye / Live and Let Die / For Your Eyes Only / From Russia With Love / On Her Majesty's Secret Service): DVD: James Bond Ultimate Collection,Perhaps the Best Volume,"I've also reviewed the first two volumes but I honestly believe that Volume Three is the best.  I plan on getting them all and have the entire series for the first time in my life but, if I had to pick a single best volume, it would be this one.

FROM RUSSIA WITH LOVE has the most solid Cold War story of all the films and everyone is firing on all pistons.  Connery IS Bond in this one, making the character his own, and Robert Shaw and Lotte Lenya as the villians are among the best.
ON HER MAJESTY'S SECRET SERVICE is George Lazenby's only film and it remains a controversial entry in the series.  Myself, I loved it.  Diana Rigg is awesome, the photography and editing are great, and the story feels like it has more meat on its bones than any other film.
(These first two films probably come closest to the Ian Fleming novels).

LIVE AND LET DIE is Moore's first appearance as Bond.  It has a hit Paul McCartney  Wings song and a 19-year-old Jane Seymour, along with a very charismatic villian in Yaphet Kotto.  The boat chase is still thrilling and Sheriff J.W. Pepper is still hilarious.
GOLDENEYE is Brosnan's first appearance as Bond and remains his best film.  Wonderful use of Russian locales, particularly the ""graveyard"" of Communist statues, and the deadliest Bond girl since Pussy Galore.

FOR YOUR EYES ONLY was an attempt to get back to better stories after the overblown epics of the Seventies.

So, as far as I'm concerned, there isn't a bad one in the lot.  Like I said, I plan on getting them all--but this one looks like the best.
Enjoy",The JuRK,90,5,1
13,B00005JKG9:i_have_a_different_opinion...:the_amateur_movie_critic,"Glengarry Glen Ross: DVD: Jack Lemmon,Al Pacino,Ed Harris,Alan Arkin,Kevin Spacey,Alec Baldwin,Jonathan Pryce,Bruce Altman,Jude Ciccolella,Paul Butler,Lori Tan Chinn,Neal Jones,Barry Rossen,Leigh French,George Cheung,Murphy Dunne,Dana Lee,Julie Payne,Gregory Snegoff,James Foley",I HAVE A DIFFERENT OPINION...,"It is unusual that I disagree with so many great critics praising a movie where there is so much talent. This movie tries to deal with alot and does alot of it well BUT as a viewer, I am hugely distracted by Mamets dialogue. No, I do not agree that people in the real business world talk like this! Real people do not mindlessly echo over and over and over the same phrases that they hear each other speaking. If I did that in my working environment my coworkers would think there was something wrong with me. Real conversation does not run in that kind of patter. After listening to the characters for ninety minutes, I finally came to the conclusion that many of the characters sounded alike and the one connection point was Mamet. Real people talk differently from each other. They use different and distinct speech patterns and phrases and slang. Ive had this problem with Mamet before and I cant believe nobody has ever noticed this before - and I would doubt that I am the first. I wouldnt be surprised if - somewhere - some actor in some Mamet production has pondered this before. Come on! Good dialogue is like good acting: if its really good, you dont notice it until the shows over.",the amateur movie critic,0,2,0
14,"B0000EYUCU:bad_casting,__bad_sets,__bad_costumes:peter_c._brown","The Postman Always Rings Twice: DVD: Lana Turner,John Garfield,Cecil Kellaway,Hume Cronyn,Leon Ames,Audrey Totter,Alan Reed,Jeff York,Walter Ridge,John Alban,Howard M. Mitchell,Jeffrey Sayre,Bud Harrison,Wally Cassell,Helen McLeod,King Baggot,William Halligan,Virginia L. Randolph (II),Tom Dillon,Jack Chefe,Tay Garnett,David Heeley","Bad casting,  bad sets,  bad costumes","So disappointing. Hardly a dark/noir film, in my opinion. Just a proper Hollywood murder mystery. And theres no sex, except brief kissing which Lana always cuts short!  Im a James M Cain fan, and this doesnt even try to be faithful to his great noir novel. Everyones too decent. Cora (Lana) doesnt have a treacherous or naughty bone in her body, and shes always costumed like a perfect fashion model, fingernail polish and all.  Frank (Garfield)is never lustful, never mean, never desperate.  Always polite and decent. Not a gas station (except for one pump that looks planted) not a single oil can or wrench.  Not a greasy spoon or diner, Twin Oaks looks like a tidy clean beach cottage or BB, fit for Donna Reed  family.  The 80s Nicholson/Mammet version is much better in all these areas and actually dark.  Much more faithful to Cain",Peter C. Brown,33,2,0
15,B000929UOQ:please_make_it_end!!!:l_gontzes,"A Dirty Shame (NC-17 Rated Theatrical Version): DVD: Tracey Ullman,Johnny Knoxville,Selma Blair,Chris Isaak,Suzanne Shepherd,Mink Stole,Patricia Hearst,Jackie Hoffman,Nicholas E.I. Noble,Lucy Newman-Williams,Scott Morgan,Wes Johnson,David A. Dunham,David Moretti (II),Jeffrey Auerbach (II),Susan Allenback,Paul DeBoy,Channing Wilroy,Rosemary Knower,Jewel Orem,John Waters",PLEASE MAKE IT END!!!,"There are no words to describe how AWFUL (!!!) this movie was from beginning to end, but let me try anyway so as to give people a fair chance to avoid it and thus try and prevent their day/evening from being ruined: the film supposedly deals with a woman who has an accident and is touched by a sex angel only to discover she is a sex addict and the twelfth sex apostle... Need I say more?
The plot, the humor, the dialogues, and the music are way beyond below average.
There is next to no nudity and there are no, I mean 0 as in ZERO beautiful girls, in this film!
As for the acting-oh my- the acting is beyond words...
School plays (and pre-school for that matter) have better actors!  It is truly sad...
Rent or buy (ha ha ha) at your own risk.  You have been warned!",L Gontzes,20,1,0
16,"B0007TKGXK:a_terrific_musical_-_i_has_spoken!_:""tee""","Li'l Abner: DVD: Peter Palmer (III),Leslie Parrish,Stubby Kaye,Howard St. John,Julie Newmar,Stella Stevens,Billie Hayes,Joe E. Marks,Bern Hoffman,Al Nesor,Robert Strauss,William Lanteau,Ted Thurston,Carmen �lvarez,Alan Carney,Stanley Simmonds,Diki Lerner,Joe Ploski,Donna Douglas,Jerry Lewis,Melvin Frank",A Terrific Musical - I Has Spoken!,"LIL ABNER is a delightful comedy-musical with stronger emphasis on comedy than most movie musicals.  This film version of the Broadway hit musical that was based on the legendary comic strip looks fantastic on DVD in a beautiful print with it's comic book coloring.  It's also superbly cast.  The film's producers did take a risk hiring two unknowns to play Lil Abner and Daisy Mae - Peter Palmer (who starred in the Broadway show) and Leslie Parrish - but they are perfectly cast and excellent in the roles (it's hard to picture any major male movie stars of the period as Abner anyway, although Daisy Mae might have been played by a number of buxom blondes of the era). It's a shame neither Palmer or Parrish went on to much movie work after this although both were quite active guest starring on television for many years. Both are mighty fine delectable representations of their sexes appeals, as the Dogpatch crowd might say.

It's true that perhaps only a few of the songs are memorable - notably ""Jublian P. Cornpone"", ""A Typical Day in Dogpatch"", and ""Put 'em Back The Way They Was"" which is sung by five hillbilly cuties including the very young Valerie Harper (""Rhoda"") and Beth Howland (""Alice"") but most of the songs are good-humored  and enthusically put over by the cast and dancers most of whom were in the original Broadway show.  Jerry Lewis has a funny walk-on cameo and the gorgeous Julie Newmar and Stella Stevens have amusing secondary roles. Most of the ladies in the picture are making their film debuts here, including Donna Douglas as the busty hillbilly girl (a few years before becoming famous as one on THE BEVERLY HILLBILLIES) who wants ""to broaden our horizons"" and is informed by Mammy Yokum (superbly played by Billie Hayes) that she her horizons is broaden enough.  There's quite a bit of political satire in here as well (with politicans with such apt names as Mayor Dogmeat and Senator Jack S. Phigbound) and the Sadie Hawkins Day sequence (a Dogpatch storyline that became a pop culture phenomeon of it's own with many high schools for years having an annual  ""Sadie Hawkins Dance"" in where girls would be the ones to ask guys for a date years before this was considered ""acceptable"") is a lot of fun.  But then so is the movie.  As a Yoakam says when they really mean it - ""I Has Spoken!""","""Tee""",100,5,1
17,B0008FXT1Y:the_rock_and__vaughn_stole_the_show:island_palm_arubaflower,"Be Cool (Widescreen Edition): DVD: John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Andr� Benjamin,Steven Tyler,Robert Pastorelli,Christina Milian,Paul Adelstein,Debi Mazar,Gregory Alan Williams,Harvey Keitel,The Rock,Danny DeVito,James Woods,Wyclef Jean,Fred Durst,Sergio Mendes,Gene Simmons,RZA,F. Gary Gray",The Rock and  Vaughn stole the show,"Thankfully I watched this movie having recorded it on my DVR so I could fast forward through most of the scenes with Uma Thurman and John Travolta.  Their scenes and dialogue were so horrible that fast forward was the only way to get through the movie.  Besides, this is not the kind of movie that you really need their dialogue to understand or enjoy it.

As usual, Umas acting is simply dreadful. I tend to avoid any movie with her in it because I know it will be bad.  How she became a star in Hollywood is beyond me.  She is not attractive nor can she act.  She could have been replaced by a nobody and it wouldnt have changed the movie one bit.  I think when they need an actress who doesnt mind playing drivel roles, they call her. John Travolta is not much better.  His version of cool just doesnt do it for me. His diction is becoming more slurred as the years go by that I hate to hear him speak.  And someone please tell Uma and John that nobdody wants to see them dance so please just stop finding reasons to do so.

The ONLY reason I gave this movie 2 stars is because of The Rock and Vince Vaughn.  Their roles were priceless and had me laughing all throughout the movie.  I never grew tired of Vaughn pimping and The Rock primping.  While I fast forwarded through Uma and Travoltas scenes, I tended to rewind during Rocks and Vaughns scenes; they were so funny I had to see them again.  Cedric the Entertainer was also pretty good.",Island Palm arubaflower,0,2,0
18,"B0001DCYUU:only_mildly_interesting,_and_no_""classic"":susan_trexel_""almond_cakes""","A Room with a View (Two-Disc Special Edition): DVD: Maggie Smith,Helena Bonham Carter,Denholm Elliott,Julian Sands,Simon Callow,Patrick Godfrey,Judi Dench,Fabia Drake,Joan Henley,Amanda Walker,Daniel Day-Lewis,Maria Britneva,Rosemary Leach,Rupert Graves,Peter Cellier,Mia Fothergill,Kitty Aldridge,Brigid Erin Bates,Isabella Celani,Luigi Di Fiore,James Ivory","Only mildly interesting, and no ""classic""","I saw this at the library and brought it home, thinking it might be interesting to watch. I very rarely watch films made after the 1950's, but this one looked as if it could be enjoyable. It ended up being only mildly enjoyable, and a bit boring. I felt that within all the time it ran, we didn't really get a good understanding of the inner being of the main characters; seemed to remain in shallow waters all along. The film was sort of good...pretty photography,and for the most part it seemed like the costumes, hair, way of speaking, etc. were accurate for the time period (so often such movies are so obviously modern people dressed up and pretending to be from way back when) but something just wasn't quite right, and it is hard to know exactly what it was. I was surprised and disappointed that there was quite a long scene with male nudity which to me was quite unnecessary and inappropriate. I think the whole swim scene could have been done effectively without showing full nudity. I am grateful the women in the film remained properly clothed. So I would not recommend this film for families with young  children, because of the nudity.","Susan Trexel ""almond_cakes""",20,2,0
19,"B00004TXGX:a_great_reproduction_of_a_great_movie_with_a_great_set_of_extras:tim_in_sydney_""tim_in_sydney""","The Searchers: DVD: John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,Natalie Wood,John Qualen,Olive Carey,Henry Brandon,Ken Curtis,Harry Carey Jr.,Antonio Moreno,Hank Worden,Beulah Archuletta,Walter Coy,Dorothy Jordan,Pippa Scott,Patrick Wayne,Lana Wood,Mae Marsh,Nacho Galindo,John Ford",A great reproduction of a great movie with a great set of Extras,"I need to preface this review with the comment that I am not a John Wayne fan. However ""The Searchers"" is often said to be the Duke's best movie. And it is clear from here that he was no cardboard cut out actor and, if anything, his real talents were underused in his career. Still ""The Searchers"" is a classic and deserves to be better known.

The 50th anniversary edition is a must for any collector. The restored print for the DVD is excellent. Just what you want to watch John Ford's gorgeous Monument Valley location shots.

The ""extras"" disk is also excellent. There are three good documentaries all of which were made with thought and genuine concern. A change from all those ""afterthought"" DVD extras. One documentary features interviews with Martin Scorsese and another some great shots of the film production camp in Monument Valley in the early 1950s, before it was on the tourist trail.

The documentaries would be of interest to serious film students and even amateur sociologists, they illustrate the many serious social issues ""The Searchers"" deals with, and takes a serious and humane point of view on, without preaching. A lesson I suppose for today's ""socially concerned"" film makers, they really need to focus on the film making and the story first. John Ford did and the message is powerful and still relevant today","Tim in Sydney ""Tim in Sydney""",100,5,1
20,B00079Z9R8:hooray_for_sctv!:nona,"SCTV, Volume 3 (5 Disc Set): DVD: Rick Moranis,Dave Thomas,Martin Short,Mary Charlotte Wilcox,John Bell (XI),John Blanchard,Jim Drake (II)",HOORAY for SCTV!,"Martin Short joins the cast in this volume, securing this show's enduring genius and originality. The cast, brilliant as always, never fail to deliver.
I grew up watching this show--- and what a thrill to have it on DVD. I feel like they have finally come home!!! woo hoo!!",Nona,54,5,1
21,B000189KB6:appauling_quality:auton,"Mr. Arkadin: DVD: Orson Welles,Robert Arden,Paola Mori,Michael Redgrave,Mischa Auer,Akim Tamiroff,Patricia Medina",Appauling Quality,"This is a potentially very good film. Interesting idea (bearing some resemblance to Angel heart). Sadly marred by a quite appauling transfer. I dont think Ive ever bought (DVD or video) or seen (TV or cinema) quite such an awful copy of a movie. It is clearly stuck together from more than one original, with the logo Delta appearing now and again in the bottom right hand corner, but dont be misled into thinking this is the most complete version. The term special edition seems to refer only to the fact that it has been released !!!!! Tony Curtis does an incredibly poor intro and epilogue (clearly from some late night cheap TV series).

Dont buy it.

Maybe theres a better version (I read talk of a Critereon disc), maybe not. Still, it really isnt worth (any) money",Auton,80,1,0
22,B0000541AK:cheesy_and_laughable:abel_robineau_professional_photographer,"Juice (widescreen): DVD: Omar Epps,Tupac Shakur,Jermaine Huggy Hopkins,Khalil Kain,Cindy Herron,Vincent Laresca,Samuel L. Jackson,George Gore II,Grace Garland (II),Queen Latifah,Bruklin Harris,Victor Campos,Eric Payne,Sharon Cook,Darien Berry,Maggie Rush,Flex Alexander,Rony Clanton,Michael Badalucco,Jacqui Dickerson,Ernest R. Dickerson",Cheesy and laughable,"One of the worst movies ive ever seen, no real plot and acting is as bad as it can get. Not even Samuel Jacksons appearance saves this sorry excuse for a movie. Horrible. Awful",Abel Robineau Professional Photographer,10,1,0
23,B000096JHI:dis_is_it:maurico_giron,"DJ Qbert's complete DO-IT-YOURSELF, Vol. 1 Skratching: DVD: DJ Q-Bert",DIS IS IT,What do you know about being underground? Get this if you really suck at djing,maurico giron,2,4,1
24,B0000542CJ:if_we_would_be_taking_life_as_seriously_as_you....:cees_jan_mol,"The Mighty Quinn: DVD: Denzel Washington,James Fox,Mimi Rogers,M. Emmet Walsh,Sheryl Lee Ralph,Art Evans,Esther Rolle,Norman Beaton,Alex Colon,Robert Townsend,Tyra Ferrell,Carl Bradshaw,Maria McDonald,Fitz Weir,Baldwin Howe,David McFarlane,Bernie McInerney,Keye Luke,Ron Taylor (II),Oliver Samuels,Carl Schenkel",If we would be taking life as seriously as you....,"... then this would be a really serious detective. As it's executed now, it's a superbly relaxed copper-gets-the-villain with serious undertones. Cool",Cees Jan Mol,100,5,1
25,B000BB96M6:a_big_waste_of_time!!!!:poohlicous_book_maven,"Charlie and the Chocolate Factory: DVD: Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,Helena Bonham Carter,Noah Taylor,Missi Pyle,James Fox,Deep Roy,Christopher Lee,Adam Godley,Franziska Troegner,AnnaSophia Robb,Julia Winter,Jordan Fry,Philip Wiegratz,Blair Dunlop,Liz Smith,Eileen Essell,David Morris (XVI),Nitin Ganatra",A Big Waste Of Time!!!!,"I loved the original movie, and I love Johnny Depp so I thought this movie would be awesome.Wrong wrong wrong!! First of all, the child actors were horrible, well the Charlie and Mike characters were ok, but the two girl actors were the worst Ive seen in a long time. And what did they do to Johnny Depp? He was so creepy and weird. I took my nine year old to see it in the theater, and even she almost fell asleep. If you really want a treat watch the original with Gene Wilder",Poohlicous book maven,0,1,0
26,B000F6IHSQ:a_step_below_catherine_b.:drake-by-the-lake_movie_critic,"A Nos Amours - Criterion Collection: DVD: Pialat,Besnehard,Ker",A step below Catherine B.,The script and dialogue are lousy. All this film has to recommend it is a pretty face and occasional scenes depicting flesh. The lady is not very interesting to say the least. Nothing original. This is a cookie-cutter clone of a thousand other French movies about young women trying sex for the first time. Avoid.,Drake-by-the-Lake movie critic,33,2,0
