,uniq_id,product_name,summary,review_text,reviewer,helpful,rating,sentiment
10,"B00023XCWS:awesome!_perfect!:w._lin_""wesfromaustin""","Proctor Silex K2070 1-Quart Automatic Electric Kettle, White: Kitchen & Housewares",Awesome! Perfect!,"As a tea lover for 30 years, I have to say this electric kettle is the best one in terms of cost-benefit and performance. I've used this kettle for more than 1 year and it's still working perfectly. It boils water very quickly and keeps warm for a while. A+","W. LIN ""wesfromaustin""",0,5,1
11,"B00023XCWS:good,_cheap,_with_one__small_reservation:yogagirl_""grrrl""","Proctor Silex K2070 1-Quart Automatic Electric Kettle, White: Kitchen & Housewares","Good, Cheap, with one  small reservation","My only reservation is for safety sake, it would probably be better to get the version that is wireless, because when you fill this in the sink you must be very careful not to get the electrical prong that connects to the cord wet.","yogagirl ""grrrl""",0,4,1
12,"B00023XCWS:awesome_for_dorms,_tea_drinkers:l._mcfarland_""shiny_objects""","Proctor Silex K2070 1-Quart Automatic Electric Kettle, White: Kitchen & Housewares","Awesome for dorms, tea drinkers","This kettle is amazing.  It's simple -- you plug it in and flip the switch (a light turns on to let you know it's working). 

It heats very quickly, &lt;5 minutes for a full kettle of boiling water and if you only want a cup or two for tea, it heats in about 3.  

For students in dorms, you can use it for oatmeal, soup, tea.  Automatically cuts off after boiling for a minute, so no worries about fire hazards.  Great product, I use it every day.","L. McFarland ""shiny objects""",100,5,1
13,"B0001CKSIG:these_towels_are_so_soft_and_fluffy!_:n._akpinar_""luv2bmom""","Martex Egyptian Bath Towel, Burgundy: Kitchen & Housewares",These towels are so soft and fluffy!,"I love using them and when washed in fabric softener they are great.  It is a great deal.  Was kind of worried before purchase from reading some of the other reviews but after having had them a week, my whole family loves them.  They are much better than the more expensive famous designer towels that I have.  For people who are complaining about these towels, go price similar items at your local high end department stores","N. Akpinar ""luv2bmom""",100,5,1
14,B000062UH2:great_product:john_b._dromey,Braun Brita Patented KWF 2 Water Filter (2-Pack): Kitchen & Housewares,Great Product,Braun makes the best coffee makers and this feature makes it even better.  The coffee tastes more smooth because of this filter.  I love it,John B. Dromey,0,5,1
15,"B00008UA69:canning_kit:danielle_butera_""dani""",Fagor Home Canning Kit: Kitchen & Housewares,canning kit,great kit however the book that comes with the kit needs some work. The photos in the book are NOT accurate with the descriptions. I recommend that if you need canning instructions or recipes you get a separate book,"Danielle Butera ""Dani""",0,4,1
16,B0000C0V4A:churchill_china_dinnerware:michelle_v._flores,"Churchill China Brook Blue 20-Piece Dinnerware Set, Service for 4: Kitchen & Housewares",Churchill China Dinnerware,"When I first saw this pattern on-line, I was truly impressed with the design. This pattern was exactly what I had been searching for such a long time.

However, after I received the shipment, I couldn't believe how even more beautiful these dishes were...and they compliment the wallpaper that's in my dining room!

Best purchase I have made in a very long time",Michelle V. Flores,0,5,1
17,"B0006SGI34:excellent_kid's_game:viktor_57_""viktor_57""",Shot Glasses Tic-Tac-Toe: Kitchen & Housewares,Excellent kid's game,"As a mathematician, game theorist, and proud Chi Omicron Chi (XOX, aka ""Xocks"") brother, I have always been interested in this the simplest of m,n,k games, i.e. games in which players alternate placing markers on an m x n board with each player trying to place k of his or her markers in a row.  As every game theorist knows, perfect tic-tac-toe play by both players results in a tie game every time, with neither player achieving victory.  The clever child will figure this out on her own, as I did at an early age, and I lost interest in playing tic-tac-toe before I turned five.  I never lost interest, however, in studying tic-tac-toe and similar games, which began my pursuit of mathematics and game theory, and partly accounts for my joining Chi Omicron Chi as a college freshman.  As part of our initiation, pledges had to play a modified form of tic-tac-toe with vodka-filled shot glasses for markers.  Each player had five glasses, and as he placed his marker, he would empty his glass.  The loser would drink the remaining shot glasses.  Most of us knew how to play perfect games of tic-tac-toe, so really the point of the game, as with most fraternity games, was to see who could best hold his liquor.  I do remember one unfortunate pledge, Bob, who never figured out how to play perfect tic-tac-toe and nearly drank himself into catatonia.

All these thoughts came rushing, so to speak, back to me when I saw the ""Shot Glasses Tic-Tac-Toe"" available for so reasonable a price at about a dollar per component.  I have a four-year-old son who has yet to perfect his tic-tac-toe game, so I bought this set to educate him.  We play the same way I did in the Xocks fraternity house.  Of course I don't give him pure vodka in his shot glasses; he only weighs 35 lbs.  As 35 lbs represents approximately a fifth of my own weight, I dilute his vodka in a 1-to-4 dilution with orange juice.  I know what you're thinking: what happens when he loses and must finish off the remaining shot glasses, including mine?  I am nothing if not fair, so when he loses, I give him an equivalent amount of diluted vodka to however much pure vodka I have remaining in my shot glasses.  Since I, knowing how to play perfect tic-tac-toe, never lose to my son, the reverse problem, my having to drink his remaining shots, never occurs.

My son loses more often than not, and he usually ends up walking into walls, falling down, and later becoming violently sick.  You would think all this negative reinforcement would promote rapid and forceful mastery of tic-tac-toe, but his cognitive development must be lacking.  I can only surmise that the time delay between his losing tic-tac-toe games and the negative effects of alcohol poisoning inhibits his forming the negatively reinforcing connections.  He still loves to play, however, but his game, if anything, seems to be getting worse, almost as if he is trying to lose","viktor_57 ""viktor_57""",90,5,1
18,"B00023C6KW:great_knives:amy_""momof3girls""",Henckels International Eversharp 8-Piece Steak Knife Set: Kitchen & Housewares,Great Knives,These knives are great.  They are very sharp and of high quality.,"Amy ""momof3girls""",0,5,1
19,B00005CDPZ:must_have_!!!:,Chef's Choice 835 Pizzelle Pro Express Bake: Kitchen & Housewares,MUST HAVE !!!,"I thought I couldn't live without my Cuisinart or Kitchen Aide - this product goes on the same list!!!  This was the easiest, best performing kitchen &quot;gizmo&quot; I have ever had.  A must for entertaining and holiday baking - simple, easy - no mess!  Gone are the days with the &quot;one at a time&quot; with the gas burner!!  Love it, love it!!",,83,5,1
20,B0002IMMEW:who_knew??!:nujoi,Shun Classic Kitchen Shears: Kitchen & Housewares,Who Knew??!,"This is my third pair of kitchen shears.  The first was $10 and lasted a week.  I thought the second pair was just fine until my Shun shears arrived.  These cut well and are also very smooth while cutting.  They fit my hand nicely. I can really feel the difference in quality.  These can perform different functions -- opening bottles, jar opener, nut cracker -- one blade has a curve in it to accomodate bone.  I love that they are dishwasher safe.

I probably wouldn't have purchashed these if I were not completing a Shun set.  But now that I have them, this is what I should have been using all along",NuJoi,100,5,1
21,B00004RFKI:a_good_knife_but_quality_control_was_poor:,Henckels Four Star 6-Inch High Carbon Stainless Steel Utility/Sandwich Knife: Kitchen & Housewares,A good knife but Quality Control was poor,"The knife is solid and very comfortable in hand, however, when I got it new, the blade is slightly bent. I expect it to be in almost Perfect condition, but it's not",,37,4,1
22,B00005MEH1:i_am_not_a_chef_but_with_this_knife_i_feel_like_one.:b._l._york,W�sthof Classic 8-Inch Cook's Knife: Kitchen & Housewares,I am not a chef but with this knife I feel like one.,"This knife is well worth the money.  It is not only sharp but it behaves in your hand begging to be tuned loose on meat vegetables, fruit you name it.  Honestly, I felt it was too much for me but as I got better accustomed to its heft, I knew it was me that did not possess the skills to wield the tool.   Do not doubt yourself, learning to use it is a joy.  Treat yourself",B. L. York,100,5,1
23,B00005LM0Y:very_nice_tea_press:michael_descy,Bodum Assam 2-Cup Tea Press: Kitchen & Housewares,Very Nice Tea Press,I really like this tea press. It is the perfect size for one person.,Michael Descy,50,5,1
24,B0000E19MW:expensive_but_well_worth_it:j._schmidt,Old Stone 16-Inch Round Oven Pizza Stone: Kitchen & Housewares,Expensive but well worth it,"I made plenty of pizzas on several types of thin metal baking pans, and the results were consistenly mediocre.

Now however, with this pizza stone, I no long find myself ordering pizza for delivery.

1 cup water or beer
2 1/2 cups flour (maybe a 1/4-cup of whole-wheat flour mixed in)
1 package of dry yeast
1 teaspoon salt
1 tablespoon sugar
1 tablespoon butter

Knead and let rise twice (I used to do it by hand, but now I have a bread maker which works perfectly for this purpose on the 'dough' setting).  This makes two pizzas around 14 inches in diameter.  Either roll them out with a rolling pin, or press them into shape by hand.  The dough seems to be too elastic to ""throw"" it into shape - I think it's a skill that takes a long while to master.

I make pizza sauce with a can of tomato paste, some red wine and/or water, chopped parsley, chopped basil, dried oregano, chopped garlic and chopped onion.  I've also used pasta sauce (prego or ragu) with acceptable results.

I almost always top with mozarella and thinly-sliced mushrooms.

I use parchment baking paper under the pizza.  I slide it on and off the stone this way, without resorting to corn meal.  This works perfectly for me every time.

Heat the oven up _HOT_ (500 degrees).  It will only take 5 minutes to bake at this temperature.  When the cheese is beginning to brown around the edges, it is done.  The crust is golden-brown on the bottom, with just a bit of crunch.  If I let the crust rise a bit after preparing the pizza, it will be softer and thicker.

Store-bought frozen pizzas are also better when cooked on this stone.

I'm giving only 4 stars because of the price.  There must be a cheaper alternative to this stone, but I'm not complaining too much, because I've thoroughly enjoyed the pizzas it's produced",J. Schmidt,100,4,1
25,"B0000E19MW:this_bargain_beauty_works_great!:jasen_michael_farmer_""vonnegut""",Old Stone 16-Inch Round Oven Pizza Stone: Kitchen & Housewares,This bargain beauty works great!,"I had never used a pizza stone but, thought they might be fun so, I put one on my registry. I made pizza on the stone using store bought dough and got rave reviews from friends. Would definately reccomend this to a friend! Just remember to let the stone heat thoroughly before using.","Jasen Michael Farmer ""vonnegut""",83,4,1
26,"B0000A1ZMR:excellant_machine:j._m._bent_""sucubus415""","Cuisinart DCC-450 4-Cup Coffeemaker with Stainless Steel Carafe, White: Kitchen & Housewares",Excellant Machine,"I purchased this machine for my father, who is completely blind, but a complete coffee fiend.  He finds this machine easy to use, and loves the fact that he can make as many or as few cups.  I highly recommend this machine","J. M. Bent ""sucubus415""",0,5,1
27,"B0007A5PEE:great_pans_for_the_price:angela_hochhalter_""angela""","Farberware Select 8-Inch and 10-Inch Skillets, Black: Kitchen & Housewares",Great pans for the price,Heavy duty and scratch resistant (my husband always tests this with his house key). Good value for the money,"Angela Hochhalter ""Angela""",80,5,1
28,B0000665TE:buy_it_but_keep_your_iron.:ferdosi,Jiffy Steamer J-4000 Pro-Line Series Garment Steamer: Kitchen & Housewares,Buy it but Keep your Iron.,"I just received my Jiffy Steamer J-4000 Pro-Line.  It was missing a funnel which would be no big deal if they had not printed the words ""USE ENCLOSED FUNNEL"" in caps every where.  I sent an email and they said they will send me one (they seem to have a good customer service).

Now that we have dispensed with the whining, lets talk about the product itself.  If you need sharp lines on your pants or shirt stick with your iron, this is not for you.  However if you would like to take wrinkles out of your clothes and you don't want to bother with hanging them in the bathroom while you take a shower or taking them out of the dryer on time, this does do an amazing job.

I have also purchased a JIFFY personal hand held steamer that works fairly well and provides adequate amount of steam for most of your needs.  However if you take wrinkles out frequently and have the space go for J-4000.  You get the wrinkles out faster.

If you have a concern about startup time, you do have some control over that.  I just put enough cold water in there for a few shirts and it started steaming in 4 minutes.  If you put hot water out of the tab and reduce the amount of water you can get even quicker startup time.  Or you can put it on standby in the morning before you go to the shower and put it on steam when you are ready to use it.  Standby setting uses a thermostat to keeps the water temperature at 90C degrees (close to boiling).  

If you can afford it, buy one.  It would make a great re-gift item if you find out that you don't like it",Ferdosi,100,4,1
29,"B00006L58I:the_more_you_use_it,_the_more_you_will_love_it.:samia","KitchenAid KSM90WH Ultra Power 300-Watt 4-1/2-Quart Stand Mixer, White: Kitchen & Housewares","The more you use it, the more you will love it.","I absolutely love my KitchenAid mixer.  I like to bake and always use my mixer.  I use it to mix cake batters and knead dough.  Cakes come out perfect every time.  The mixer is a necessity for every baker's kitchen.  It is a durable product and will last a lifetime.  The mixer is well built and well designed.  Cleanup is easy too.  Just remove the bowl and beater and wash by hand or in the dishwasher.  The mixer comes with one bowl, kneading hook, flat paddle beater and whisk-type beater.  There are also many accessories available for the KitchenAid mixers.  

I recommend the KitchenAid mixer for every kitchen.  The more you use it, the more you will love it.",Samia,100,5,1
30,B0001MXU68:fantastic:victoria_a._larson,"Melitta MES2B OneOne Single Serve Coffeemaker, Black: Kitchen & Housewares",Fantastic,"This is a perfect machine for the office. It takes up very little space,is very simple to use, cleaning is a breeze.
You can fill the water tank so that water is ready when you are for a cup of delicious coffee.
I purchased this coffee maker for my husband's office and for my wallet.
In his building there is a coffee shop but at $[...] a cup and time away from the desk 1 half hour per cup this was an expensive habit.
The Melitta paid for itself in a few days. You can't go wrong with this produc",Victoria A. Larson,100,5,1
31,B0000645SV:different_glaze_on_red_mugs:bozema,"Emile Henry Couleurs White Mugs, Set of 4: Kitchen & Housewares",Different glaze on red mugs,"I ordered all three colors of these mugs - red, blue and white.  The blue and white mugs have a shiny, even glaze.  The red glaze is mottled and has more of a matte finish, giving it a more rustic, country look.  The mugs are great but the three different colors look very different and really don't match each other.",bozema,100,4,1
32,B00005QB5U:works_well:mark_twain,OXO Good Grips 1045409 Mini Salad and Herb Spinner: Kitchen & Housewares,Works well,"Works well, well built and easy to clean.  Have no problems after a few months of use",Mark Twain,100,4,1
33,B0009RKBNU:have_used_and_loved_this_product_for_three_years:ray_bernard,"SwissGold Coffee Filter, KF-2 Universal Cone: Kitchen & Housewares",Have used and loved this product for three years,"I have used this filter daily for over a year and love it. At first I tried using it in a ""Mr. Coffee"" style machine, but found that my coffee grind was too fine and the water would filter through too slowly and overflow if I made more than 2 cups. 

Since I make coffee for one or two people usually, and don't like to leave the coffee on the hot pad, so this was okay for me.

Then I switched to single-cup method using a drip filter holder that fits over the cup. I bought it along with a cup at a Starbucks about 3 years ago.

One thing that is great about the SwissGold filter is that it cleans so easily. The first time I rinsed it out I took a paper towel to the inside and it came out clean. I was very surprised. (Not so with the plastic filter holder.) 

The taste is great, and I haven't purchased coffee filters in 3 years. Once I tried it with a coarse grind coffee in my coffemaker, which I received as a gift, and that worked out okay, too.

Currently I am using it with my caffiene free Teeccino herbal coffees (help me keep my blood pressure normal under stress), and the filter works very well with those blends.

So I highly recommend it. It pays for itself if you are looking at it from that aspect.",Ray Bernard,100,5,1
34,B00006WNLD:good_for_a_quick_cup:g.g.,"Black & Decker DCM7 Cup-At-A-Time Coffeemaker, White: Kitchen & Housewares",Good for a quick cup,Me being an avid coffee drinker I will have to say if you want a quick cup it does the job.  For the money its cheap and provides a quick cup but you better have good coffee I used the pods and found it to be weak at time and sometimes you need a stronger cup I think more brewing is better.  Sometimes was a bit messy water all over the place but maybe Im a bull in a china shop would recommend the item I spent more on starbucks in a week,G.G.,75,4,1
35,B00062B0K6:nice_little_steamer!:b._c._preyer,Trudeau Stainless Steel Vegetable Steamer: Kitchen & Housewares,Nice little steamer!,"This may sound odd, but this is the first steamer that I have ever had. So needless to say, I do not have others to compare it to. However,I find that I use it more than I thought I would! The unfolded steamer fits perfectly in the pot that I most use for vegies and the like, and when I pull out the sides (the steaming tray) it fits nicely up the sides of the pot. Besides your basic steamed vegies, I find that it's perfect for warming up leftovers like rice, leaving it hot and fluffy. I like that the handle extends, so you can keep the cover on it while cooking, but you can extend the handle for easier lifting. And you can't beat the price",B. C. Preyer,100,5,1
36,B0000CFFSL:what's_with_all_the_fuss?:jeff4u,FoodSaver 3.25-Quart Designer Canister: Kitchen & Housewares,What's with all the fuss?,"So I read all your reviews previous to my purchase on this AND was skeptical. There were many reviewers that complained about cracks and problems holding an air-tight seal. MINE WORK PERFECTLY! They are invaluable and I'm glad I bought two of these canisters. Are you people sending the canisters through the dishwasher? If so, stop it! The intense heat will eventually crack anything made of plastic. Do you have an OLD model vacuum sealer? Maybe that's the problem - a performance issue. I have the newer stainless steel V2860 and you couldn't pry that out of my hands! I would give it 10 stars if there was such a rating.

Today, I give this product 5 stars. Like most products - only time will tell how well they will hold out in the long run",Jeff4U,0,5,1
37,B0000CFFSL:sealed_to_perfection_and_make_them_last_longer:r._greenhouse,FoodSaver 3.25-Quart Designer Canister: Kitchen & Housewares,Sealed to perfection and make them last longer,"At first I thought I wouldn't be able to decide what to use this for, but right away I remembered that I just bought a six pack of onion rolls and they always seemed to have to be frozen and were just not the same later or went moldy in the fridge, so I vacuum sealed them in this and they were good to the last one with no flavor change at all.  Yummy! ;7",R. Greenhouse,100,4,1
38,B0009W7X8G:great_value:c._stoudt,Typhoon Professional 14-Inch Carbon Steel Wok: Kitchen & Housewares,great value,I love this wok.  Heavy duty compared to woks you buy at oriental stores.  I highly recommend it,C. Stoudt,100,5,1
39,B00005K8PF:outstanding_utility_knives!:r._knapp,Henckels Twingrip 4-Piece Colored Paring Knives: Kitchen & Housewares,Outstanding Utility knives!,"At first I was turned off by the bright (gaudy) colors.  However, I have learned to appreciate that these knives are color-coded! They stand out in the knife drawer, and you can always find the one you are looking for.  Consequently, the right knife is used to get the job done.
The knives are indestructable and durable.  We have owned ours 4-5 years and they show no unusual wear. Put them into the dishwasher!  We don't do that with another knife (regretted it when we have), but these can take it. The knives are well-designed for function, comfortable to handle, strong, & sharp.
We love them and gave sets to our adult kids who always are commenting on how useful they are. Friends that visit and use ours comment favorably on them.
These aren't showy knives for formal dining nor will they impress anyone with your classy style.  However, they do impress everyone who uses them.  And, the price is nice",R. Knapp,100,5,1
40,"B00006RJT3:excellent_set_of_forged_steak_knives:wells05_""wells05""",Calphalon Traditional Cutlery 4-Piece Forged Steak Knife Set with Wooden Storage Tray: Kitchen & Housewares,Excellent set of forged steak knives,"I have had these knives for about 6 months now and could not be happier.  They have excellent balance and feel.  A major improvement to the stamped knives that comes with the Calphalon 15 piece set.  The wood storage tray that comes with the knives is not very nice (light pine with no finish), but I don't use it anyway","wells05 ""wells05""",100,5,1
41,"B000FOCHI4:works_as_promised_-_reconditioned_no_problem:rockcat_""rockcat2001""",Remanufactured iRobot Roomba 4230 Remote Scheduler Robotic Vacuum: Kitchen & Housewares,works as promised - reconditioned no problem,"Delighted to have it for my wood floors, tile and area rugs. Works great picking up cat fur and other organic and non-organic detritus that collects. Does require emptying the fur catcher and cleaning the brush regularly - gosh darn! So much easier to do that than taking a broom or dust mop to the entire house. Also have to set up the virtual walls and carry it upstairs and down, when I want to change areas being cleaned. Again, gosh darn! Can't totally eliminate ALL the work, no matter how much I might like to.

Don't know what was wrong with it initially that it needed to be reconditioned, but its fine now","RockCat ""rockcat2001""",100,5,1
42,"B00005LVUY:pre-seasoned_is_a_plus,_but_not_necessary.__fabulous_oven!:s._melendy_""cooking_creature""",Lodge Original Finish 7-Quart Dutch Oven with Iron Cover: Kitchen & Housewares,"Pre-seasoned is a plus, but not necessary.  Fabulous Oven!","This Dutch Oven is a workhorse in my kitchen.  I purchased it pre-seasoned because I've never had a factory-seasoned piece of cast iron cookware.  Bottom line:  While the pre-seasoning was a plus, it's not necessary.  Just follow the seasoning instructions that come with all the Lodge cookware, and you'll be fine.

My family has had cast iron for generations, and I won't pay the exhorbitant prices for those ""upscale, professional"" dutch ovens that are all the rage these days.  This Lodge oven browns spectacularly, and while the dark interior may not show the developing fond as well as a lighter one, that's not a problem if one simply uses one's nose.  We can all tell when enough is enough...   

I particularly like the spikes on the lid of this oven which aren't present on the more expensive ones.  These spikes allow condensation to fall back only my roasts while they cook and I don't have to worry about a dry product.  The lid on this oven also fits the 12-inch skillet which I own, and that's a plus.  It conducts heat well and when I use it camping as an oven, breads and biscuits come out as well as at home.  

Yes, it's heavy, but that's the nature of cast iron, no??  If you want something lighter that comes close to the quality of this Lodge piece, be prepared to shell out big bucks","S. Melendy ""Cooking Creature""",100,5,1
43,"B00005N9BI:best_can_cooler_made!!:k._j._blum_""med,_lpc""",Nissan Multi-Function Can Insulator: Kitchen & Housewares,Best Can Cooler Made!!,"This is the second one of these I've purchased (the first was a Thermos branded one without the cover). It keeps my can of soda, etc cold throughout and adds a touch of class to keeping it on my desk. Both of these are VERY rugged and I would highly recommend over a standard foam cooler. Absolutely the most functional, effective, and classy cooler I've ever had!","K. J. Blum ""MEd, LPC""",100,5,1
44,"B00005N9BI:nissan_multi-function_can_insulator:paul_everett_vinson_""dvd_collector""",Nissan Multi-Function Can Insulator: Kitchen & Housewares,Nissan Multi-Function Can Insulator,"The Nissan Multi-Function Can Insulator is a lightweight versatile stainless steel holder that effectively keeps canned beverages cold. My mother and I find the product allows our soft drinks to remain cold after more than two hours. I have two conveniently stored in the center console of my automobile, 1 at the office, and 1 in my luggage for travel.","Paul Everett Vinson ""DVD collector""",100,5,1
45,B00008GKDT:lodge_logic_cornstick_pan:cathy_h._sims,Lodge Logic Cornstick Pan: Kitchen & Housewares,Lodge Logic Cornstick Pan,Just used my pan last night and as always with Lodge Logic Pans they were awesome!  I highly recommend them.  =,Cathy H. Sims,50,5,1
46,B0002UZRVU:new_everyday_dishes_after_20_years!:mrs._denise_m._siracusa,"Sango Gold Dust 16-Piece Dinnerware Set, Service For 4, Black: Kitchen & Housewares",NEW EVERYDAY DISHES AFTER 20 YEARS!,"I'm sure that you will love this set as much as my family and I do!
Each piece is durable and good looking!  My original set was also by Sango, and I gave it away after 20 years only because my decor had changed dramactically.  Now my neighbor is enjoying my original service for 12.  I expect to enjoy my new Gold Dust set for at least, the next 20 years",Mrs. Denise M. Siracusa,0,5,1
47,B00005OTXX:skip_cheap_imitators_with_fancy_gadgets:emily_davidson,KitchenAid 3-Speed Hand Mixer - KHM3: Kitchen & Housewares,Skip cheap imitators with fancy gadgets,"When we got married 7 years ago, we were given a hand mixer of another brand (Sunbeam, I think) that had seven (or was it nine?) speeds and lots of different attachments (dough hook, wisk, etc., none of wich worked well).  I have a hard time remembering exact spefications because it died after 6 months, and I hadn't even mixed anything heavy with it!  I always mixed most of my flour into things by hand to try to spare the motor (my mom had burnt through several mixers).
So we went to the store, and for $30 we could get another cheap brand with many speeds and fancy gadgets (several brands & models available), or we could get this Kitchenaid with one set of beaters and three speeds.  I chose this simple Kitchaid and have never been sorry.
This little hand mixer takes it all--even stiff cookie dough like roll-out sugar cookies.  And it mixes every last bit of the flour in.  Beaters don't clog, dough mixes up smooth.
I plan on someday getting a bigger kitchenaid, but so far haven't needed it.  If you are on a budget, and need to get the most power for your penny, this is the best purchase you could possibly make",Emily Davidson,100,5,1
