,uniq_id,product_name,summary,review_text,reviewer,helpful,rating,sentiment
29,B000ER23M2:an_unexpected_surprise:c._s.,Logitech NuLOOQ Navigator (965162-0403): Electronics,An unexpected surprise,"I bought the NuLOOQ product a few weeks ago with little expectation and actually with some doubts it'd do anything for me, as I'm a keyboard junkie.  The product description was a bit confusing as it seems like ti does a lot.  But what a surprise.   Just adjusting the brush size using the ipod like scroll disc on the device is worth the price.  The pop-up menu thing is cool.  I don't use it as much for putting tools, but putting my files and folders into that menu keeps things in one place.   I guess the product also lets you pan and zoom around, but I don't seem to use that as much.  I still like using my mouse to pan and zoom around.

Hey, I was skeptical about the product like anyone else, but  found myself a rare surprise.  Good job Logitech",C. S.,71,5,1
30,B0000AKVHF:great_product!:firas_alragom,SanDisk SDDR-88-A15 8-in-1 USB 2.0 Hi-speed Reader (Retail Package): Electronics,Great product!,"I've had this product for well over a year now and was using it with my XP machine and am now using it with my Apple Mac Mini. Works great with both Windows and Mac OS X, with no hassles. The removable stand is a nice touch, as you can pack the reader into a laptop bag or lay it horizontally if you prefer. Highly recommended",Firas Alragom,0,5,1
31,B0002KQRBY:good_quality_discs`:vrdumbos,"Velocity DVD-R 4X 4.7GB, 10-Spindle: Electronics",Good Quality Discs`,"I have burnt a few discs and so far no coasters, They are burning at 8X in my NEC 2500A burner. That is pretty considering that it is advertised at 4X. Hopefully the burn quality also will be good and will last for a few years",vrdumbos,86,5,1
32,"B0000AKVJC:fast_delivery,_good_product:marc_hutchins",SanDisk SDSDB-512-A10 512 MB Secure Digital Card (Retail Package): Electronics,"fast delivery, good product","shipping was outrageous, thought it qualified for free shipping since it is the size of a F'n postage stamp, but i ended up paying 1 cent less for postage than I did for the item, could have bought it at walmart for less this way. Buyer beware, I got took",Marc Hutchins,0,5,1
33,B000AY0HTU:wonderful_keyboard:john_rosney,Logitech G15 Gaming Keyboard: Electronics,Wonderful Keyboard,"This is the second G15 keyboard I've purchased, not because the first one broke, because it's such a great keyboard. Now I keep one at home, and take one with me when I go LANning.  The only issue with the keyboard is the LCD is pretty useless is fast paced FPS games, otherwise it's good for keeping the clock up so one doesn't lose track of the time",John Rosney,0,4,1
34,B000A2K3XW:very_good_tv:rick_d._tucker,"Sony KDFE42A10 42"" LCD Rear Projection Television: Electronics",Very Good TV,"I'm very happy with the set.  Although not listed in the specs, it must have a QAM tuner, because I am able to watch unscrambled digital broadcasts through my cable service even though all I have is basic cable.  I was thrilled when I made this discovery.  Watching football games in HD, without paying for digital cable, almost made me weep with happiness.

The picture quality for analog channels is only so-so.  I really wish the remote was illuminated.  Also, Amazon took much longer to deliver the TV than was promised.  Other than these negatives, I'm very happy",Rick D. Tucker,0,4,1
35,"B000A2K3XW:very_happy_football_fan_!!!:theodore_m._amenta_""breckenridge_realtor""","Sony KDFE42A10 42"" LCD Rear Projection Television: Electronics",Very happy football fan !!!,"My new TV finally arrived and I am very pleased with it.  I picked this one based primarily on all of the reviews I could find online, the vast majority of which were very positive (cNet has lots of reviews as well).  Also, I have two friends who are cable guys and they see all kinds of TVs, all day every day, and both of them bought this exact set for themselves.

My cable provider does not offer many High Def stations yet so the image quality of Standard Def video was the primary criterion for me.  Most reviews were very positive in this regard but there were some that were the exact opposite.  My first impression had me rather worried.  I have since come to believe that poor quality Standard Def video is just a matter of garbage in = garbage out.  I began to suspect this when I noticed that some stations looked much better than others.  In fact, some shows and commercials on any given station looked much better than those which preceded or followed them.  I became convinced as I watched a cable news show where the host and two contributors were each on different cameras being displayed at the same time.  The video of the host looked OK, the video of one contributor was poor, and the video of the other contributor looked great.  The video quality of the various individuals remained consistent when they were occasionally displayed individually on the entire screen.  The set certainly has the ability of displaying fantastic Standard Def video.  I expect that I just never noticed the variability of video quality on lesser TVs.

The quality of the Hi Def Video is breath taking.

Set-up was simple and I have not even bothered yet to read the manual.  Of course the display can be adjusted in many ways, but it looks good to me with the factory presets and I do not intend to adjust the display anytime soon.  Flipping through the on screen menu, I stumbled across the altitude setting which was a nice surprise since I live at 10,000 ft. above sea level.

I was a little disappointed with the delivery situation.  I thought I had ordered the TV in time to have it by opening day kick-off.  Instead it arrived just in time for the third weekend of the football season, and I was told that it could easily have been another week beyond that.  I blame the shipper (Eagle USA) for this, not Amazon.  I say this because I could track the package enough to know that Amazon had the TV picked up right away.  But then Eagle USA kept it sitting in Dallas for almost 2 weeks, and then in Denver for another week, before finally calling me to arrange for delivery.  I believe that if I had not called and emailed Amazon to complain about the delay, it would have taken longer.  Eagle USA told Amazon that they had tried to call me sooner but I know that this is not true for two reasons: 1) I had called Eagle USA the same day they told Amazon this and Eagle USA told me that they had no intention of calling me until a day or so prior to delivery, and 2) my livelihood depends on people being able to reach me at all times and I have a very good message and caller ID tracking system in place.

All in all, a great set at a great price, I just wish I had ordered and started pushing the issue sooner","Theodore M. Amenta ""Breckenridge Realtor""",0,5,1
36,B000B622CW:if_i_knew_then_what_i_know_now..._i'd_still_buy_it._:geoffrey_grace,Griffin Technology 4026-LCDT iTrip LCD FM Transmitter for iPod: Electronics,If I knew then what I know now... I'd still buy it.,"So, I was a little weary to buy an iTrip after hearing some mixed reviews. It seemed that a perosn either had horrible luck with theirs... or the iTrip worked perfectly. Knowing my luck, it wouldn't work for me at all. I recieved my iTrip and my luck started right away. I tossed the iTrip onto my iPod and..................... nothing. A bad omen? Well, after I exchanged my iTrip for a new one I tried it out on a short drive. I live in East Lansing, MI... and we have a very crowded FM dial. I couldn't find a completely blank station as recommended... but it didn't matter. My iTrip delivered decent sound through the station. As others have mentioned, charging your iPod while you use your FM transmitter will really help. It's not a night-and-day difference, but it's a noticeable improvement. Sure, I got some static and the occasional interference from a strong signal, but you know what? Through a good 40 minutes of driving, the majority of the time I had satisfactory sound. This was also on the weaker-signaled LX mode, not DX. Supposedly DX provides a better, stronger signal. 
This product is dependant on several outside factors. The reception your car gets and the availability of a clear FM channel. To rate this product poorly because of factors out of it's control is unfair. There were times when I had downright poor sound... and times where it was comparable to a tape deck. I love good, crisp sound as much as anyone does... but I'll take somewhat degraded sound over trying to find good music on the radio anyday. 

My recommendation after owning this product for a short time *but it has been used quite a bit already, as I do a lot of driving*, I say: If you can, buy a tape deck adaptor... but if it's not an option and you don't want to put the money into an ""ipod to car"" setup, this is a viable solution indeed. In my opinion, an iTrip is a better option than listening to plain, old radio.",Geoffrey Grace,100,4,1
37,B000050AOP:flawless:kirk_w_horne,Hewlett Packard CD-Writer C4503A 9510i 12x8x32 Internal EIDE Kit: Electronics,Flawless,"I have used the 9510i for about 2 years and have found it to be flawless in performance. The Disaster Recovery software provided with this drive is it's biggest star. You can format your hard drive, put in the restore disk that you create for your system, and in about 15 minutes your system is put back to EXACTLY the way it was when you created the disk. Or you can simply replace selected files if you want. It does not miss a single thing. Fanstastic. The software is extremely user friendly and guides you through the process easier than an &quot;ABC&quot; book. I would highly recommend this drive for performance and ease of use",Kirk W Horne,100,5,1
38,B0009O5ITU:happy_with_the_purchse_for_the_price:j._fregelette,Philips HTS3410/37 DVD Home Theater System: Electronics,happy with the purchse for the price,"Nice sound, I will admitt for the price, I get big sound, with quality.  Only thing is a humming, hissing sound when machine is idle. Ohtherwise, worth it.",J. fregelette,66,4,1
39,"B0001Q5SFU:product_desciption_could_be_more_specific:r._david_maurer_""david_maurer""",Targus PAUH216U 4 Port Slim USB 2.0 Hub: Electronics,Product desciption could be more specific,"I,ve seen complaints about the ac adapter you ""must"" plug in. Hey guys, try it without an outside energy source, I just hope I,m not gonna fry something but it seems to work fine just plugged into a powered USB port. I have a VERY high end system though with wattage to sprare, but no more PCI slots, Damn 7900 512 gtx graphics cards, why do 2 of em have to take up so much room. Oh well, trade offs are a bi---, but a reality and 7 extra USB slots are awfully nice","R. David Maurer ""David Maurer""",30,5,1
40,B0001Q5SFU:does_the_job:ks,Targus PAUH216U 4 Port Slim USB 2.0 Hub: Electronics,Does the job,"It's a simple device, so there's not to say about it other than it does the job. You should note that the LEDs on the device remain lit as long as the device is plugged into your PC and the PC is powered (they glow a bright blue).",ks,66,5,1
41,B00029BQ98:great_budget_tv:c._d._pak,"Samsung LT-P1545 15"" Flat-Panel LCD TV: Electronics",Great Budget TV,"I bought this TV for college, and it fits perfectly in my dorm. The picture quality is pretty decent, though compared to traditional TV, it is not as sharp.

The audio quality is very good. I was able to play Final Fantasy 12 with this TV, and the audio lives well for my expectations.

No lag while playing my Playstation 2 console...

The only downside is that if you want to switch from AV mode back to TV mode, you need to press ""SOURCE"" on the remote or the TV 4 times...and it's annoying waiting for it...but besides that, it's a very nice budget TV for anyone that wants a TV that can save you some money and space",C. D. Pak,0,4,1
42,B0002IOIMQ:charger_&_batteries_are_great:charley,Sony BCG-34HRMF4 Super Quick Charger with LCD Indicator and 4 AA Batteries: Electronics,Charger & Batteries are great,We used this charger with a DC inverter on a 6000 mile road trip to charge batteries for a Sony DSC-H5 camera and the batteries were almost unbelievable with lasting power between charges. The 2700mAh battery is great,Charley,0,5,1
43,B000BVB2FK:a_great_buy:nikos_antoniou,Wacom Intuos3 6X11 Pen Tablet: Electronics,A great buy,"The intuos3 6x11 tablet is nice because its like having a giant mouse pad. The mouse itself has five buttons that can be programed to do different tasks, opening programs is one of them. It also has a scroll wheel. On the pad there are more buttons that can open programs among other things. Also there are touch sensitive strips on the tablet that can be used for scrolling. I use the pen inside of art progams and it is a real joy to work with. The pressure sensitivity is is a very nice feature alowing you to go from a thin line to a thick line and vice versa. Its main high point for me is the ability it gives to draw curved lines and detailed lines. It fits nicely in hand and has comfortable rubber grip. Also you can flip the pen over and use that side as an eraser. The only complaint I have is that on the pen there are two buttons and one of them (the lower one) is placed in a spot where when I'm drawing my finger frequently hits it, because of this I simply had to make the button inactive. Over all I feel that Wacom has done a very good job of developing this product. I feel that it is of high quality and well worth the price. I would definetly save up the extra few dollars to get this larger tablet, it is nice to have if you have the desk space. I've heard Wacom is the best in the pen tablet industry and now that I own one I believe it",Nikos Antoniou,100,5,1
44,"B0009RGLSE:great_product:d._tennison_""donny_alaska""","SanDisk 2 GB SD Memory Card ( SDSDB-2048-A10, Retail Package): Electronics",GREAT Product,Fabulous product --- now I can store over 700 photos in the 8 mega pixel range.    Happy I purchased this one -- very trouble free,"D. Tennison ""Donny_Alaska""",0,5,1
45,"B00009R6VB:almost_a_must,_if_you_use_the_battery_grip:chris_hann",Hand Strap E1: Electronics,"Almost a must, if you use the battery grip","I wouldn't be without this. When I first bought the 20d it was my first digital SLR and I spent a few weeks adding and removing the battery grip and this strap. In the end I settled for using both and wouldn't have it any other way. With the battery grip and hand strap in place I find the camera much more secure and comfortable to hold. That's all there is to it, that's what it does and it does it well. 

On the down side, and it's a small and transient down side, actually fitting it to the camera and getting it adjusted to the exact right length for your hand is a bit fiddly and you'd sort of expect it to be insecure. I think the trick, security wise, is to make sure the bottom strap goes through the center buckle first, then it is locked in by the top strap which is already held securely at the junction with the neck strap (if used). I also don't like the attachment to the neck strap, I don't like having a fairly sharp edged piece of metal where it can rub against the chasis of the camera in normal use.

I use this on a 20d which typically has a 24-200 or 80-400 lens attached. You can only use this if you also use the battery grip, or buy a third party plate which attaches to the tripod mount and provides the lower mounting location. But since I always use the battery grip I don't have an issue. 

If Canon read this, you could do with a better solution for the attachment and adjustment on an accessory of this price, you normally pay close attention to detail and it's a bit lacking here",Chris Hann,100,4,1
46,B0007PGADE:no_coasters_yet:jose_e._gonzalez,Memorex DVD+R 16x 4.7GB 50 Pack Spindle: Electronics,No Coasters Yet,I have bought 50 and 100 pack spindles of Memorex and so far I have not had any problems. They work just fine on my Sony dvd burner,Jose E. Gonzalez,0,5,1
47,B0007PGADE:burns_right_every_time:mts4by5,Memorex DVD+R 16x 4.7GB 50 Pack Spindle: Electronics,Burns right every time,Memorex DVD+R's are the best. Price keeps dropping and never have a problem,mts4by5,0,5,1
48,B0007PGADE:great_dvd_media:joel_laika,Memorex DVD+R 16x 4.7GB 50 Pack Spindle: Electronics,Great DVD media,"I have burned over 100 of these in the past 6 months, I have only had 1 burn badly.  Haven't found a dvd player yet that they won't play in",Joel Laika,100,5,1
49,"B0007WKB14:baby_this_baby.:bv1953_""8to16to35""",Panasonic DMR-ES10S DIGA Series DVD Recorder (Silver): Electronics,Baby this baby.,"This is an excellent machine.  I bought two of them.  There are a few things you need to do.  I have had 100% satisfaction using FujiFilm DVD-R up to 8x.  I have had success with FujiFilm DVD+R up to 8x.  I`ve also had tremendous success with TDK DVD+R up to 4x and 8x.  Some other brands may not work.  One thing I`ve learned about this machine is that you have to baby it a little.  Don`t go recording 3 or 4 -R or +R DVDs every day.  Give it a rest between recordings.  One or two per day is okay.  Definitely give it room to breathe.  If you stack your machines on top of each other, put something in between so they can breathe.  Be sure not to block the ventilation holes on the sides.  You definitely need to buy a Panasonic DVD player to play back your DVDs - other brand DVD players may not play your recordings properly.

One of the greatest things about this machine is that it records DVD-RAM.  They are re-recordable for many, many times and each program can be erased when watched.  You can even edit the recordings on the DVD-RAM.  Cut out commercials and fit more on a disc or remove the commercials for when you watch the program.  Only works on the DVD-RAM.  I have over 50 DVD-RAM discs (Panasonic brand) - they sure take up less space than VCR tapes!

Get one or two of these recorders and a Panasonic DVD player and you`ve got it made!  Throw away your VCRs forever!  Just remember to baby them","BV1953 ""8to16to35""",100,5,1
50,"B0007WKB14:great_price,_easy_to_use!!:furtherburn",Panasonic DMR-ES10S DIGA Series DVD Recorder (Silver): Electronics,"Great price, easy to use!!","I bought this for my folks for Christmas.  It took no time at all to hook up, and making DVDs was simple.  Everything from recording off the TV, to recording movies and shows stored on the DVR, to transferring home movies from the original VHS tapes.  I'm sure for about $300 more you could purchase some higher end recorders, but for under $200, you really can't go wrong.  The only flaw I could find is that the initial hookup (according to the book) didn't seem quite right.  After taking a whole 2 minutes to look up the easy to read instructions online, everything went smoothly.  Because of that, I'm still going to give it a full 5 stars..it's not as if those 2 whole minutes ruined our life.  Really, if you're new to this technology, you're not going to have any problems..believe me..A++",furtherburn,90,5,1
51,B000EDK8V4:incredible_picture!_with_one_flaw_on_old_dvds:no-nonsense_consumer,Sony DVPNS75H Single Disc Upscaling DVD Player: Electronics,Incredible picture! with one flaw on old DVDs,"The other effusive reviews are spot-on...  the picture is fabulous on new DVDs (Lord of the Rings, Nemo, Harry Potter).  A $20 Cables to Go HDMI cable does a great job.  We have the  Sony KDF-42E2000 42"" 3LCD Rear Projection HDTV and are thrilled with the combination.  A few annoyances:  The machine responds and loads slowly, but that's not too bad; a minor sacrifice for the incredibly low price.  And, certain DVDs of old movies (Some Like it Hot, The King and I) stretch the picture horizontally, making things look squat.  I'm sure there's a solution, but just can't figure it out.  Any tips",No-Nonsense Consumer,0,4,1
52,B000DZDMB6:vhs_to_dvd_and_ipod:wps,Transfer Video Directly To DVD Capture Video for Psp Or Apple Ipod: Electronics,VHS TO DVD AND IPOD,VHS to DVD disc is just one easy setup. I set mine to record and recode just before I go to sleep. When I wake up a finished disc awaits. With the software tools that are provided you can sharpen and correct VHS that has degraded and bring back life as when it was first transfered to tape. I have taken many VHS tapes that were never released as DVD and now have the start of a great library. Editing is a little tricky until you get the hang of it. The product works well. IPOD old music videos and movies for a real treat. Sound is perfect,WPS,0,4,1
53,"B00006F2WE:this_review_is_not_for_the_technologically_well_versed:""etollis""",Canon S830D Photo Printer: Electronics,This review is not for the technologically well versed,"I've had this photo printer a few weeks now.  I don't consider myself technically proficient.  I totally scored despite gross ignorance with this machine.  You cannot go wrong.  The photo quality is astonishing.  I've printed professional quality photos and framed them.  The results are fantastic.  For someone who is techno-challenged, I had this up and running very quickly","""etollis""",95,5,1
54,"B000050AQ7:great_to_conserve_space:l._forgione_""lauren""",Memorex 32021926 Clear Slim Jewel Cases (25-Pack): Electronics,great to conserve space,two of these jewel cases equal the size of a regular cd case. buy them and conserve space. there great,"L. Forgione ""Lauren""",100,5,1
55,"B000050AQ7:fast_and_friendly:doyle_""mustang_fan""",Memorex 32021926 Clear Slim Jewel Cases (25-Pack): Electronics,Fast and friendly,"Got my order quickly and found out that these cases are much BETTER than the ones sold here locally, and they were CHEAPER !!","Doyle ""Mustang fan""",100,5,1
56,B000050AQ7:great_space_saver!:mr._dip,Memorex 32021926 Clear Slim Jewel Cases (25-Pack): Electronics,Great space saver!,"I like keeping all my stuff in one place, but don't like CD folders, so these slim cases are great.  I accidentaly sat on one of them and although it did crack, the case didn't break, and the cd was fine.  All in all, a great product",Mr. Dip,100,5,1
57,"B0000645V2:work_fine:d._hennes_""garetjax""","Memorex CD/DVD Slim Jewel Cases (Assorted Colors, 25-Pack): Electronics",Work fine,"I've used these (and similar) cases for years.  No problems, even with the cats occasionally knocking them around and walking on them.   
1) I've never had one crack. 
2) They hold the disc securely, but not with so much force that you risk damaging the disc when removing it.
3) As long as you open them properly - from the front (clear) side by pulling near the corner(s) while holding the back (colored) side - they open fine","D. Hennes ""Garetjax""",100,4,1
58,B00063RT5K:okay_for_the_price:buyer,Tech B BTAA4801 AA Alkaline Batteries 48-Pack: Electronics,Okay for the price,"They are okay for eight or so dollars, but they don't last very long.  Then again, I used these for a digital camera so maybe that's why they get drained so quickly.  However, for the price I still would buy them again",buyer,0,4,1
59,"B00063RT5K:a_great_price_for_a_great_battery:jason_p._givens_""jpgivens""",Tech B BTAA4801 AA Alkaline Batteries 48-Pack: Electronics,A great price for a great battery,"My daughter uses a Cochlear Implant that has the option of being powered by 3 AA batteries. We have tried several brands trying to find the ones that last the longest. We have tried Energizer, Duracell, etc. She needs to replace them every day and a half. Since the Implant is a high power draining device, every extra hour counts. These batteries are one of the best values out there.","Jason P. Givens ""jpgivens""",100,5,1
