,uniq_id,product_name,summary,review_text,reviewer,helpful,rating,sentiment
10,"B000G5SILC:the_sentinel;_a_review_of:dale_r._embree_""d_r_embree""","The Sentinel (Widescreen): DVD: Michael Douglas,Eva Longoria",The Sentinel; a review of,"Frankly, the idea of a Secret Service Agent having an affair with the President's wife is way out there in the first place. (Michael Douglas not withstanding).  If you like Keefer Sutherland (as in TV's 24) you will probably like this movie (his name could have been Jack Bower in  this flick too.  I thought it had good action, writing, acting and directing.  I would not mind seeing Keefer and Michael teamed up again on the same side.  I bought the dvd, but then again I collect movies for the actors.","Dale R. Embree ""D R Embree""",100,4,1
11,B000EDWLU0:must_have_for_broadway_lovers:deborah_w._patti,"Broadway's Lost Treasures Collection (Broadway's Lost Treasures 1-3  The Best of the Tony Awards - The Plays): DVD: Wanda Richert,Steven Hack,Angela Lansbury,Mandy Patinkin,Nana Visitor,Tommy Tune,Gwen Verdon,Carol Channing,Richard Kiley,Patricia Morison,Joel Grey,Zero Mostel,Betty Buckley,Julie Andrews,John Raitt,Yul Brynner,Jerry Orbach,Andrea McArdle,Vivian Blaine,Chita Rivera,Chris Cohen",must have for broadway lovers,i saw this show on PBS and was so enthralled with it that i just had to order it.  the performances are priceless from folks who have passed on.  i don't know of any other way to be able to see Yul Brynner's commanding King and I performance.  Loved it,Deborah W. Patti,100,5,1
12,B00005Y3ZL:shaking_the_crime_stick!:trevor_seigler,"Mr. Show: The Complete First and Second Season: DVD: Sarah Silverman,Keith Truesdell",Shaking the Crime Stick!,"I had been aware that once there was a show called ""Mr. Show"", starring Bob and David, and that it had been on HBO. But I had never been compelled to buy any of their DVDs until this weekend, when the power of Satan...um, compelled me to pick up the first two seasons. All I gotta say is: Praise Satan for leading me to this glory!

The first season, comprised of four episodes, is fantastic, with flashes of brilliance on ""The Gay Porno Video"", but it's the second season that really will make you a fan. Such oddities as F.F. Woodycooks, Only The British Can Fly, Child-Labor Comedy Writers, the Iguana, and Jeepers Creepers: Semi-Star unleash the funny like you'd never believe.

Mr. Show proves that there is a market for intelligent, hilarious sketch comedy...on cable, or in the case of KITH and Monty Python, imported from other countries. But Mr. Show is homegrown, it's comedy at a breakneck speed, and there's never a dull moment in either season. You'll laugh, you'll cry, you'll learn how to fight crime with a ""crime stick"" and ice cream, and enjoy tofu-based products while your business goes to hell...led by a red balloon.

""The security guard and I shared something in common...Me!",Trevor Seigler,100,5,1
13,"B00005Y3ZL:very_funny;_cutting_edge_laughs:andrew_p._boysen_""babzen""","Mr. Show: The Complete First and Second Season: DVD: Sarah Silverman,Keith Truesdell",Very funny; cutting edge laughs,"This comedy volume is absolutely great.  While I'm a fan of the series, I thought this volume was more cutting edge than the next.  Definately don't watch Season 3 before seeing these seasons, because this is intellectual comedy that builds on previous episodes to some degree.  It doesn't move as fast as some comedy out there, but it all fits together better than most of what is on TV today","Andrew P. Boysen ""BabZen""",0,5,1
14,"B000053VB2:unforgettable_and_wonderful:sheila_bloom_""norma""","The Man in the Moon: DVD: Sam Waterston,Tess Harper,Gail Strickland,Reese Witherspoon,Jason London,Emily Warfield,Bentley Mitchum,Ernie Lively,Dennis Letts,Earleen Bergeron,Anna Chappell,Brandi Smith,Sandi Smith,Derek Ball (II),Spencer Ball,Robert Mulligan",Unforgettable and wonderful,"I have loved this movie ever since I saw it on television and watch it whenever it is on (it's been some time now) and I plan to buy it.  Waterston has never been better as the understanding and loving father.  I didn't realize when I first saw it that Reese Witherspoon was the daughter (that was before Reese Witherspoon became Reese Witherspoon).  A heartbreaking, beautifully acted and must-see film.  Rings true to life.  They certainly don't make movies like this anymore, and it's a shame","Sheila Bloom ""Norma""",100,5,1
15,B00005Y4RZ:classic_epsiodes:g._j_wiener,"All in the Family - The Complete First Season: DVD: Jason Wingreen,Vincent Gardenia,Brendon T. Dillon,Bill Quinn,Allan Melvin,Danny Dayton,Walter C. Miller,Norman Lear,Bud Yorkin,Norman Campbell,Hal Cooper,Michael Kidd,Bob Livingston,Bob LaHendro,Wes Kenney",Classic Epsiodes,"Some classic episodes indeed.  All In The Family broke new ground in television sitcoms.  The world ws changing and liberalism was making its presence in many households.  Archie Bunker's old fashioned values were being challenged.  It is certainly a bit scary how prejudiced Archie Bunker's views were.  Organizing petitions against minorities moving into his neigborhood?  Not willing to donate blood for the fear it will save someone of a different race or religion? Quite a shock to the system especially when its seen today where society is very sensitive to what you can say because it might offend someone.

Certainly a great show that makes you think about differing points of view and how we have evolved since the 1970's.  Carol O'Connor, Jean Stapelton, Sally Struthers, and Rob Reiner portray a slice of pie in ever changing times.  All In The Family spawned off may other great shows such as The Jeffersons, Maude, and indirectly Good Times.  This first season was certainly a reverred one.  Just look at it with an open mind",G. J Wiener,0,5,1
16,"B00009OOFA:civil_war:eric_""trampster""","Gods  Generals: DVD: Jeff Daniels,Mark Aldrich,Stephen Lang,Robert Duvall,George Allen (III),Mira Sorvino,Keith Allison,Royce D. Applegate,Kevin Conway,C. Thomas Howell,Matt Letscher,Mac Butler,Frankie Faison,Robert Byrd (II),Jeremy London,William Sanderson,Shane Callahan,Kali Rocha,Stephen Spacek,Brian Mallon,Ronald F. Maxwell",Civil War,"Great movie, great actors for such a sad part of the U.S. history ! It is great to see in this movie some men who really existed (especially ""Stonewall"" Jackson). We don't know if the personalities showed into the movie were really like this or if it is a pure fiction, but at the end of the day it's not very important, because the historical interest is preserved","Eric ""Trampster""",20,5,1
17,B000BYRCH4:could_be_5_stars:thierry_montreuil,"Into the Blue (Widescreen Edition): DVD: Paul Walker,Jessica Alba,Scott Caan,Ashley Scott (II),Josh Brolin,James Frain,Tyson Beckford,Dwayne Adway,Javon Frazer,Chris Taloa,Peter R.V. Bowleg Jr.,Clifford McIntosh,Adam Collins,Gill Montie,Dan Ballard,Samantha Lamb,Arthur Thompson Jr.,Ramon Saunders (II),Stephen Bellot,Leo Quant,John Stockwell",could be 5 stars,"..without jessica alba.let's imagine the same film as ""the deep"" with jacqueline Bisset...a real sexy looking woman not a "" teenager chica lookalike""with very poor acting..It seems the same director had a better choice in ""blue crush"".
The rest is absolutly great and represents a great moment of adventures.
buy i",Thierry Montreuil,25,4,1
18,"B000BYRCH4:great_ocean_shots_in_the_bahamas:b._hartford_""b_hartford""","Into the Blue (Widescreen Edition): DVD: Paul Walker,Jessica Alba,Scott Caan,Ashley Scott (II),Josh Brolin,James Frain,Tyson Beckford,Dwayne Adway,Javon Frazer,Chris Taloa,Peter R.V. Bowleg Jr.,Clifford McIntosh,Adam Collins,Gill Montie,Dan Ballard,Samantha Lamb,Arthur Thompson Jr.,Ramon Saunders (II),Stephen Bellot,Leo Quant,John Stockwell",Great ocean shots in the Bahamas,"I grabbed this flick from the shelf on a very wet and miserable day at my local Target....  craving the Summer sun and needing an island vacation....

The cover appealled to me for these reasons and I admit I was not at all disappointed in the movie.  The scenery was indeed spectacular.  The underwater diving/snorkling scenes were clear, crisp, and just what the doctor ordered.  Even the sharks and rays made it all quite beautiful.

OK, enough of the shallow stuff....  the movie was indeed much like the 70's flick ""The Deep"" which I enjoyed back then as well.  The characters of Jared and Sam were pretty believable - poor, honest, and happy folks (most of us would love to really be this happy - let's face it!) The introduction of Bryce (played by Scott Caan) really created an interesting balance of characters and how each reacted to the many dangers, twists, etc.

Overall, the bikinis and the buff guys added to the adventure many of us would love to have in our generally boring lives.  Would I want to deal with Tiger Sharks?  No, but a little excitement would beat the heck out of my boring 9-5 job every day.","B. Hartford ""b_hartford""",75,4,1
19,"630571486X:shocking_and_a_very_hooking_story:dsg_""dsg""","Best Laid Plans: DVD: Alessandro Nivola,Reese Witherspoon,Josh Brolin,Gene Wolande,Jonathan McMurtry,Father Terrance Sweeney,Rebecca Klingler,Rocky Carroll,Kate Hendrickson,Owen Bush,Jesse Woodrow,James Marsh (II),Michael McCleery,Terrence Howard,Sean Nepita,Jody Wood,Teddy Vincent,Jos� Mendoza,Michael G. Hagerty,Jane Morris,Mike Barker",shocking and a very hooking story,"see this
it will shock you
move you
thrill you
excite you
chill you
freak you out
it's one amazing, strange movie
it really takes a while to understand it at times
but it has many valuable lessons one can learn
Witherspoons performance is shattering and remarkable among other things. a great movie. will be seen more times then I can count the next times I play it in my playe","DSG ""DSG""",50,5,1
20,B000FZETV6:pretty_good!:jj_burke,Prevention Fitness Systems - Dance Yourself Thin: DVD: Prevention Fitness Systems-Dance Yourself Thin,Pretty Good!,"I liked this work out. It is very easy to follow. The instructor, who is very likable, gives good instructions.  She gives each dance move a ""fun"" name, so it is easy to remember. I do this work-out when I want to work-out, but do not have as much energy as usual or I will do it as a warm-up to another work-out. It always puts me in a good mood. I liked that it contains a good warm up and an isolation section. If you are looking for a hard-core dance fitness work-out that leaves you grasping for air as you are drenched in sweat, this is not for you. If you are looking for a fun, easy work-out, then this is for you",JJ Burke,100,4,1
21,"B000CSTKJ2:catchy_songs_for_toddlers...and_adults!:momoftwo_""momoftwo""","We are . . . The Laurie Berkner Band: DVD: Laurie Berkner,Brian Mueller,Susie Lampert",Catchy songs for toddlers...and adults!,"My 2 year old loves watching the DVD as well as listening to the CD in the car.  I have to admit that I have memorized all of the songs on the CD and the dances on the DVD too...they are very catchy and I find myself singing them to myself when my daughter is not even around!  The lyrics are really cute and the beats are great.  Simple music but very creative.  I signed up for updates on Laurie Berkner's website so I can find out when/if she ever comes to town so my daughter (and I, of course) can go see her.  She is a great alternative to Barney and all of the other commercial characters, who I don't care much for.  I have bought this DVD/CD combo for all of my friends who have kids","momoftwo ""momoftwo""",0,5,1
22,"B00049QPII:beginners_quigong:jeanette_e._armitage_""jeany""",Qigong Beginning Practice: DVD: Qigong for Beginners,Beginners Quigong,Good introduction to Qigong.  Mirror image instruction would have been helpful for some of the more complex moves and even some moves with back to the camera would have been helpful.  Overall relaxing and precise.,"Jeanette E. Armitage ""Jeany""",92,4,1
23,B0009F43FY:where_is_season_3?:sue_a._elkins,"Once and Again - The Complete Second Season: DVD: Kate Freund,Ron Lagomarsino,Kenneth D. Collins,Scott Winant,Edward Zwick,Arvin Brown,Barnet Kellman,Susan Kramer (II),Todd Field,Patrick R. Norris,Robert Lieberman,Peter Horton,Dan Lerner,Michael Engler,James Kramer,Robert Black,Mark Piznarski,Marshall Herskovitz,Eric Stoltz,Robert Berlinger,Elodie Keene",Where is Season 3?,I loved the first and second season and was looking forward to season 3.  WHERE IS IT?  I hope that it is released soon.  It seems unfair to release two seasons and hold back on the ending!  A little unfair to the consumer don't you think!  It is my understanding that 3 seasons is all there is.  Is that correct,Sue A. Elkins,80,5,1
24,"B000050FEN:se7en:jennifer_england_""jennifer""","Seven (New Line Platinum Series): DVD: Brad Pitt,Morgan Freeman,Gwyneth Paltrow,R. Lee Ermey,Andrew Kevin Walker,Daniel Zacapa,John Cassini,Bob Mack,Peter Crombie,Reg E. Cathey,George Christy,Endre Hules,Hawthorne James,William Davidson (VI),Bob Collins,Jimmy Dale Hartsell,Richard Roundtree,Charline Su,Dominique Jennings,Allan Kolman,David Fincher",Se7en,Ohhhh! I caught this movie on regular TV and even with commercials it was good.  I bought it so I would get the whole movie.  I have watched it a couple times myself and also a couple more times with friends or family.  A really amazing and edge of your seat movie and the ending will totally shock you!,"Jennifer England ""Jennifer""",100,5,1
25,"B0007WFXQ2:top_notch_anime,_over_the_top_prices:b._bailey_""mr._perspective""","Ghost in the Shell: Stand Alone Complex, Volume 06 (Episodes 21-23): DVD: Kenji Kamiyama,Atsuko Tanaka,Osamu Saka,Akio �tsuka,K�ichi Yamadera,Yutaka Nakano,Toru �kawa,Takashi Onozuka,Taro Yamaguchi,Sakiko Tamagawa,Eri Oono,Nobuyuki Hiyama,Ry�ji Saikachi,Natsuo Tokuhiro,Shiro Saito,Daisuke Egawa,Hikari Yono,Miu Tsuzuhara,K�ji Ishii,Wataru Hoshino,Ky�sei Tsukui","Top Notch Anime, Over the Top Prices","This is definitely the best new anime series on the shelves.  The storyline is great, but this should have been the last DVD.  Things are getting noticeably dragged out at this point and what really steams me is getting only 3 episodes on this disc after paying over $20.  That's bogus.  DVDs can fit way more episodes on a single disc, and it's a rip off the way anime is being marketed lately.  The Cowboy Bebop series had 5 episodes per disc at the start, then dropped down to 4.  Now it's just getting worse.  At this point I'm starting to regret buying the Stand Alone Complex series instead of renting it.  I am going to buy volume 7 to see how things turn out, though.  Throughout the series I think disc 4 was my favorite","B. Bailey ""Mr. Perspective""",50,4,1
26,"B00008973C:salsa:yvonne_cantu_""la_luna""","Salsa - The Motion Picture: DVD: Robby Rosa,Rodney Harvey,Magali Alvarado,Miranda Garrison,Moon Orona,Angela Alvarado,Loyda Ramos,Valente Rodriguez,Daniel Rojo,Humberto Ortiz,Roxan Flores,Robert Gould,Deborah Chesher,Joanna Garcia (II),Leroy Anderson,Bobby Caldwell (II),Chain Reaction,Willie Colon,Celia Cruz,Mavis Vegas Davis,Boaz Davidson",Salsa,"of course i enjoy this movie, i ordered it after so many years of searching for it... i love salsa music and the dancing..","Yvonne Cantu ""La Luna""",25,5,1
27,"B000F3UA6Q:wants,_needs,_and_accessibility:grady_harp","Julie Johnson: DVD: Noah Emmerich,Bill Golodner,Patrick Fitzgerald,Courtney Love,Lili Taylor,Gideon Jacobs,Mischa Barton,Spalding Gray,Kelly Hill,Dana Chaifetz,Gina Merchan,Samara Harris,Welker White,Donna Hanover,Chuck Montgomery,Jimmy McQuaid,Denise M. Kelone,Ali Marsh,Patricia O'Connell,Frank Hopf,Bob Gosse","Wants, Needs, and Accessibility","JULIE JOHNSON is a quiet little film that deals with the frustrations facing a New Jersey housewife and mother who married and birthed before she graduated high school and finds herself in a rigid relationship, longing for knowledge to change things.  She considers herself stupid, sneaks Science magazines to read when her overbearing husband isn't around, and finally gathers the courage (while staring at the stars one night) to change her plight.  She takes a computer course, passes her GED and with the constant support of her dearest girlfriend gathers the courage to get out of the stifling marriage with her husband and study to improve her lot in life.  Along the way she discovers other secrets about herself, buried in the facade of a life she has led.  She changes, relates to the world in a different way, and refuses to settle for returning to 'the old life' when her husband returns promising her change.  Her relationship with her girlfriend proceeds to intimate levels, but in the end this friendship cannot last, as her girlfriend doesn't have the same goals.

The story is simple, but in the hands of the writers Wendy Hammond and Bob Gosse and with Gosse's fine direction, the entire cast gives us an ensemble of disparate characters in whom we can all believe.  Lili Taylor plays the lead with extraordinary skill and as her girlfriend Courtney Love gives a bravura performance.  The remainder of the cast (Spalding Gray, Noah Emmerich, Gideon Jacobs, Mischa Barton, et al) is likewise strong.  But it is Taylor's film and she offers one of her most poignant performances of her career.  A thoughtful, sensitive, engrossing film.  Grady Harp, September 0",Grady Harp,94,4,1
28,"B00049QJU2:nothing_like_live_edwin:monica_""monlink""",Tinsel and Tap Shoes: Live at the House of Blues: DVD: Edwin McCain,NOTHING LIKE LIVE EDWIN,"If you sort of like Edwin McCain, get this DVD, watch him live, and you will fall in love. He has such passion for his music that can only be seen, and felt during live performances. His amazing voice, is just as amazing live, and he and his band, can JAM!! The energy is high, and its a great time!
I had the priviledge of meeting him, and blubbered like an idiot, but he is just as cool a guy as he seems. He really appreciates his fan base, and understands how important it is for us to see him live. Im glad that finally, I can share with my friends who have never see Edwin live, what an amazing artist he really is!!!!","Monica ""monlink""",100,5,1
